id,country_iso2,country,provider,provider_type,provider_role,product,method,channel,pricing_model,pricing_model_code,variable_pct_basis,variable_pct_min,variable_pct_max,fixed_fee_min,fixed_fee_max,minimum_fee,fee_currency,monthly_fee,monthly_currency,monthly_fee_mode,non_transaction_fees,card_schemes,card_profile,all_in_complete,tax_treatment,reference_transaction_eur,fee_reference_min_czk,fee_reference_max_czk,effective_reference_min_pct,effective_reference_max_pct,condition,source_url,verification,verification_state,verification_scope,price_verified_on,monitoring_level,source_status,source_checked_at,source_last_attempt_at,source_last_attempt_status
CZ-globalpayments-gp-webpay-small-card,CZ,Česko,Global Payments,Acquirer,acquirer,GP webpay – obrat do 100 000 Kč/měs.,card,online,Blended,blended,provider_published,1.0,1.0,0,0,,CZK,249,CZK,additional,"[{""kind"": ""monthly_service"", ""amount"": 249, ""currency"": ""CZK"", ""interval"": ""monthly"", ""mode"": ""additional""}]","[""visa"", ""mastercard""]",consumer,True,included_or_not_applicable,20.0,5.826,5.826,1.2062,1.2062,Běžné spotřebitelské karty z ČR a EU; firemní a mimoevropské karty 2 %.,https://www.globalpayments.cz/online-platby/gp-webpay,ručně ověřeno na oficiální stránce Global Payments 18. 8. 2026,verified_manual,price,2026-08-18,manual,manual,,,not_attempted
CZ-globalpayments-gp-webpay-card-restored,CZ,Česko,Global Payments,Acquirer,acquirer,GP webpay – obrat nad 100 000 Kč/měs.,card,online,Blended,blended,provider_published,1.0,1.0,0,0,,CZK,0,CZK,additional,[],"[""visa"", ""mastercard""]",consumer,True,included_or_not_applicable,20.0,4.83,4.83,1.0,1.0,Běžné spotřebitelské karty z ČR a EU; firemní a mimoevropské karty 2 %. Nad 2 mil. Kč/měs. individuální nabídka.,https://www.globalpayments.cz/online-platby/gp-webpay,ručně ověřeno na oficiální stránce Global Payments 18. 8. 2026,verified_manual,price,2026-08-18,manual,manual,,,not_attempted
CZ-gopay-standard-a2a-restored,CZ,Česko,GoPay,PSP,psp,Start – online převody,a2a,online,Blended,blended,provider_published,0.95,0.95,0,0,,CZK,80,CZK,additional,"[{""kind"": ""monthly_service"", ""amount"": 80, ""currency"": ""CZK"", ""interval"": ""monthly"", ""mode"": ""additional""}]",[],not_applicable,True,included_or_not_applicable,20.0,4.9085,4.9085,1.0163,1.0163,"Online převody 0,95 % + 0 Kč; měsíční provoz je první rok zdarma a poté 80 Kč při obratu do 50 000 Kč/měs.",https://www.gopay.com/cs/platebni-brana/,ručně ověřeno na oficiální stránce GoPay 18. 8. 2026,verified_manual,price,2026-08-18,manual,manual,,,not_attempted
CZ-gopay-standard-card-restored,CZ,Česko,GoPay,PSP,psp,Start – karta po bezplatném období,card,online,Blended,blended,provider_published,0.95,0.95,0,0,,CZK,80,CZK,additional,"[{""kind"": ""monthly_service"", ""amount"": 80, ""currency"": ""CZK"", ""interval"": ""monthly"", ""mode"": ""additional""}]","[""visa"", ""mastercard""]",unspecified,True,included_or_not_applicable,20.0,4.9085,4.9085,1.0163,1.0163,"Karta je pro začínající obchodníky zdarma 12 měsíců do obratu 50 000 Kč/měs.; poté 0,95 % + 0 Kč. Měsíční provoz poté 80 Kč při obratu do 50 000 Kč/měs.",https://www.gopay.com/cs/platebni-brana/,ručně ověřeno na oficiální stránce GoPay 18. 8. 2026,verified_manual,price,2026-08-18,manual,manual,,,not_attempted
CZ-mollie-eea-consumer-cards-card,CZ,Česko,Mollie,PSP,psp,EEA consumer cards (Card),card,online,Blended,blended,provider_published,1.8,1.8,0.25,0.25,,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",consumer,True,included_or_not_applicable,20.0,14.7315,14.7315,3.05,3.05,,https://www.mollie.com/pricing,ručně ověřeno na aktuální oficiální cenové stránce Mollie dne 25. 8. 2026,verified_manual,price,2026-08-25,source_monitor,seeded,2026-08-31T11:11:33+00:00,2026-08-31T11:11:33+00:00,ok
CZ-paypal-guest-card,CZ,Česko,PayPal,PSP,psp,Card-funded payment without PayPal account,card,online,Blended,blended,provider_published,1.9,1.9,10,10,,CZK,0,CZK,additional,[],"[""visa"", ""mastercard""]",consumer,True,included_or_not_applicable,20.0,19.177,19.177,3.9704,3.9704,Domácí card-funded payment od zákazníka bez PayPal účtu; fixní část odpovídá přijaté měně CZK.,https://www.paypal.com/cz/business/paypal-business-fees,ručně ověřeno v oficiálním ceníku PayPal 25. 8. 2026,verified_manual,price,2026-08-25,manual,manual,,,not_attempted
CZ-pays-example-a2a,CZ,Česko,Pays,PSP,psp,Převod a QR platba – zveřejněný příklad,a2a,online,Example / negotiated,other,provider_published,1,1,1,1,,CZK,0,CZK,additional,[],[],not_applicable,True,included_or_not_applicable,20.0,5.83,5.83,1.207,1.207,Jde o zveřejněný příklad; smluvní sazba se sjednává s obchodníkem.,https://www.pays.cz/cenik-poplatky.asp,ručně ověřeno v oficiálním ceníku Pays 19. 8. 2026,verified_manual,price,2026-08-19,manual,manual,,,not_attempted
CZ-pays-example-card,CZ,Česko,Pays,PSP,psp,Karta – zveřejněný příklad,card,online,Example / negotiated,other,provider_published,1.5,1.5,1,1,,CZK,0,CZK,additional,[],"[""visa"", ""mastercard""]",unspecified,True,included_or_not_applicable,20.0,8.245,8.245,1.707,1.707,"Jde o zveřejněný příklad. Smluvní procentní sazba se sjednává individuálně v rozmezí 0,6–2,5 %.",https://www.pays.cz/cenik-poplatky.asp,ručně ověřeno v oficiálním ceníku Pays 19. 8. 2026,verified_manual,price,2026-08-19,manual,manual,,,not_attempted
CZ-payu-online-transfer-a2a,CZ,Česko,PayU,Acquirer,acquirer,Aktivační nabídka – online převod včetně QR,a2a,online,Promo,promo,provider_published,1,1,1,1,,CZK,0,CZK,additional,"[{""kind"": ""activation"", ""amount"": 200, ""currency"": ""CZK"", ""interval"": ""one_off""}]",[],not_applicable,True,included_or_not_applicable,20.0,5.83,5.83,1.207,1.207,"První tři měsíce 1 % + 1 Kč; poté 1,45 % + 1 Kč. Jednorázová aktivace 200 Kč. Pro obrat nad 2 mil. Kč měsíčně individuální nabídka.",https://czech.payu.com/en/activate-payments/,ručně ověřeno na aktuální oficiální nabídce PayU 19. 8. 2026,verified_manual,price,2026-08-19,manual,manual,,,not_attempted
CZ-payu-ecommerce-card,CZ,Česko,PayU,Acquirer,acquirer,Aktivační nabídka – platební karty,card,online,Promo,promo,provider_published,1,1,1,1,,CZK,0,CZK,additional,"[{""kind"": ""activation"", ""amount"": 200, ""currency"": ""CZK"", ""interval"": ""one_off""}]","[""visa"", ""mastercard""]",unspecified,True,included_or_not_applicable,20.0,5.83,5.83,1.207,1.207,"První tři měsíce 1 % + 1 Kč; poté 1,45 % + 1 Kč. Jednorázová aktivace 200 Kč. Pro obrat nad 2 mil. Kč měsíčně individuální nabídka.",https://czech.payu.com/en/activate-payments/,ručně ověřeno na aktuální oficiální nabídce PayU 19. 8. 2026,verified_manual,price,2026-08-19,manual,manual,,,not_attempted
CZ-revolut-pay-by-bank-a2a,CZ,Česko,Revolut,Acquirer,acquirer,Revolut Pay – A2A od retail zákazníka,a2a,online,Blended,blended,provider_published,1.0,1.0,6,6,,CZK,0,CZK,additional,[],[],not_applicable,True,included_or_not_applicable,20.0,10.83,10.83,2.2422,2.2422,"Revolut Pay Account-to-account od retail zákazníka: 1 % + stejný lokální fixní poplatek jako online karty, v ČR 6 CZK; Business/Pro zákazník 2,8 % + 6 CZK.",https://www.revolut.com/en-CZ/legal/business-basic-fees/,ručně ověřeno v aktuálním oficiálním ceníku Revolut Business dne 25. 8. 2026,verified_manual,price,2026-08-25,manual,manual,,,not_attempted
CZ-revolut-merchant-eea-consumer-cards-card-amex,CZ,Česko,Revolut,Acquirer,acquirer,Online American Express,card,online,Blended,blended,provider_published,1.7,1.7,6,6,,CZK,0,CZK,additional,[],"[""amex""]",all,True,included_or_not_applicable,20.0,14.211,14.211,2.9422,2.9422,American Express; stejný lokální fixní poplatek jako v oficiálním country ceníku.,https://www.revolut.com/en-CZ/legal/business-basic-fees/,ručně ověřeno v oficiálním ceníku Revolut Business 18. 8. 2026,verified_manual,price,2026-08-18,manual,manual,,,not_attempted
CZ-revolut-merchant-eea-consumer-cards-card,CZ,Česko,Revolut,Acquirer,acquirer,Online EEA spotřebitelské karty,card,online,Blended,blended,provider_published,1.0,1.0,6,6,,CZK,0,CZK,additional,[],"[""visa"", ""mastercard""]",consumer,True,included_or_not_applicable,20.0,10.83,10.83,2.2422,2.2422,"American Express 1,7 % + lokální fixní poplatek; ostatní karty 2,8 % + lokální fixní poplatek.",https://www.revolut.com/en-CZ/legal/business-basic-fees/,ručně ověřeno v oficiálním ceníku Revolut Business 18. 8. 2026,verified_manual,price,2026-08-18,manual,manual,,,not_attempted
CZ-shoptet-pay-buttons-a2a,CZ,Česko,Shoptet Pay,PSP,psp,Shoptet tlačítka – tarify Enterprise až Free,a2a,online,Blended range,blended,provider_published,0.6,1.8,0,0,,CZK,0,CZK,additional,[],[],not_applicable,True,included_or_not_applicable,20.0,2.898,8.694,0.6,1.8,,https://www.shoptetpay.com/cs/podrobny-cenik/,ručně ověřeno v podrobném oficiálním ceníku Shoptet Pay 18. 8. 2026,verified_manual,price,2026-08-18,manual,manual,,,not_attempted
CZ-shoptet-pay-enterprise-card,CZ,Česko,Shoptet Pay,PSP,psp,Spotřebitelské debetní Visa/MC – tarify Enterprise až Free,card,online,Blended range,blended,provider_published,1.19,2.16,1.9,3.08,,CZK,0,CZK,additional,[],"[""visa"", ""mastercard""]",consumer,True,included_or_not_applicable,20.0,7.6477,13.5128,1.5834,2.7977,,https://www.shoptetpay.com/cs/podrobny-cenik/,ručně ověřeno v podrobném oficiálním ceníku Shoptet Pay 18. 8. 2026,verified_manual,price,2026-08-18,manual,manual,,,not_attempted
CZ-stripe-standard-eea-consumer-cards-card,CZ,Česko,Stripe,PSP,psp,Standard EEA consumer cards (Card),card,online,Blended,blended,provider_published,1.5,1.5,6.5,6.5,,CZK,0,CZK,additional,[],"[""visa"", ""mastercard""]",consumer,True,included_or_not_applicable,20.0,13.745,13.745,2.8458,2.8458,,https://stripe.com/en-cz/pricing,ručně ověřeno na aktuální oficiální cenové stránce Stripe dne 25. 8. 2026,verified_manual,price,2026-08-25,source_monitor,seeded,2026-08-31T11:11:33+00:00,2026-08-31T11:11:33+00:00,ok
CZ-sumup-online-payments-card,CZ,Česko,SumUp,PSP,psp,Online payments (Card / remote payment),card,online,Blended,blended,provider_published,2.5,2.5,0,0,,CZK,0,CZK,additional,[],"[""visa"", ""mastercard""]",unspecified,True,included_or_not_applicable,20.0,12.075,12.075,2.5,2.5,,https://www.sumup.com/cs-cz/ceny/,ručně ověřeno na aktuální oficiální cenové stránce SumUp dne 25. 8. 2026,verified_manual,price,2026-08-25,source_monitor,seeded,2026-08-31T11:11:33+00:00,2026-08-31T11:11:33+00:00,ok
CZ-thepay-standard-a2a-restored,CZ,Česko,ThePay,PSP,psp,Standard,a2a,online,Blended,blended,provider_published,0.99,0.99,0,0,,CZK,139,CZK,additional,"[{""kind"": ""monthly_service"", ""amount"": 139, ""currency"": ""CZK"", ""interval"": ""monthly"", ""mode"": ""additional""}]",[],not_applicable,True,included_or_not_applicable,20.0,5.3377,5.3377,1.1051,1.1051,"Základní pásmo do 250 000 CZK měsíčně; ostatní platební metody jsou ve stejném pásmu 0,99 % + 0 CZK.",https://www.thepay.eu/nwm-upload/2025/04/sazebnik_poplatku_5_5_2025.pdf,ručně ověřeno v aktuálně zveřejněném oficiálním sazebníku ThePay dne 25. 8. 2026,verified_manual,price,2026-08-25,manual,manual,,,not_attempted
CZ-thepay-standard-card-restored,CZ,Česko,ThePay,PSP,psp,Standard,card,online,Blended,blended,provider_published,0.99,0.99,0,0,,CZK,139,CZK,additional,"[{""kind"": ""monthly_service"", ""amount"": 139, ""currency"": ""CZK"", ""interval"": ""monthly"", ""mode"": ""additional""}]","[""visa"", ""mastercard""]",unspecified,True,included_or_not_applicable,20.0,5.3377,5.3377,1.1051,1.1051,"Základní pásmo do 250 000 CZK měsíčně; vyšší pásma mají 0,89 % a 0,79 % bez měsíčního poplatku.",https://www.thepay.eu/nwm-upload/2025/04/sazebnik_poplatku_5_5_2025.pdf,ručně ověřeno v aktuálně zveřejněném oficiálním sazebníku ThePay dne 25. 8. 2026,verified_manual,price,2026-08-25,manual,manual,,,not_attempted
CZ-unicredit-ecommerce-card,CZ,Česko,UniCredit Bank,Acquirer,acquirer,E-commerce Visa/MC,card,online,Not public,not_public,not_applicable,,,,,,CZK,190,CZK,additional,"[{""kind"": ""monthly_service"", ""amount"": 190, ""currency"": ""CZK"", ""interval"": ""monthly"", ""mode"": ""additional""}, {""kind"": ""activation"", ""amount"": 3050, ""currency"": ""CZK"", ""interval"": ""one_off""}]","[""visa"", ""mastercard""]",unspecified,False,included_or_not_applicable,20.0,,,,,Transakční provize je stanovena individuálně; veřejný sazebník uvádí 3 050 CZK za zřízení e-commerce a 190 CZK měsíčně za každou měnu/bránu.,https://www.unicreditbank.cz/content/dam/cee2020-pws-cz/cz-dokumenty/dokumenty-produkty/sazebniky/Sazebnik-COR-01062026-EN.pdf,ručně ověřeno v oficiálním sazebníku UniCredit účinném od 1. 6. 2026 dne 25. 8. 2026,verified_manual,service_or_role,2026-08-25,manual,manual,,,not_attempted
CZ-viva-online-domestic-consumer-card,CZ,Česko,Viva.com,Acquirer,acquirer,Online tuzemské spotřebitelské karty,card,online,Blended,blended,provider_published,2.19,2.19,10,10,,CZK,123.5,CZK,minimum_commitment,"[{""kind"": ""monthly_service"", ""amount"": 123.5, ""currency"": ""CZK"", ""interval"": ""monthly"", ""mode"": ""minimum_commitment""}]","[""visa"", ""mastercard""]",consumer,True,included_or_not_applicable,20.0,20.5777,20.5777,4.2604,4.2604,"Tuzemské spotřebitelské karty; u některých oficiálních e-commerce pluginů může být příplatek 0,35 %.",https://www.viva.com/en-cz/pricing,ručně ověřeno na aktuální oficiální cenové stránce Viva.com dne 25. 8. 2026,verified_manual,price,2026-08-25,manual,manual,,,not_attempted
CZ-kb-smartpay-ecommerce-card,CZ,Česko,Worldline / KB SmartPay,Acquirer,acquirer,Link/2500 – EHP karty,card,pos,Blended,blended,provider_published,1.9,1.9,0,0,1,CZK,150,CZK,additional,"[{""kind"": ""monthly_service"", ""amount"": 150, ""currency"": ""CZK"", ""interval"": ""monthly"", ""mode"": ""additional""}]","[""visa"", ""mastercard""]",unspecified,True,included_or_not_applicable,20.0,9.777,9.777,2.0242,2.0242,"Běžná veřejná sazba pro karty vydané v EHP; neregulované a mimo-EHP karty mají příplatek 1,20 p. b.",https://kbsmartpay.cz/cs-cz/home/main-navigation/solutions/merchants/solutions-and-services/terminals/mobile-payment-terminals/link-2500-portable-flex,ručně ověřeno na oficiální produktové stránce KB SmartPay 20. 8. 2026,verified_manual,price,2026-08-20,manual,manual,,,not_attempted
CZ-kb-smartpay-cesko-plati-kartou-card,CZ,Česko,Worldline / KB SmartPay,Acquirer,acquirer,Česko platí kartou – Link/2500,card,pos,Promo,promo,provider_published,0,0,0,0,,CZK,0,CZK,additional,[],"[""visa"", ""mastercard""]",unspecified,True,included_or_not_applicable,20.0,0.0,0.0,0.0,0.0,"Prvních 12 měsíců 0 % a nulový nájem do měsíčního karetního obratu 50 000 Kč pro obchodníky bez akceptace karet v předchozích 12 měsících; nad limit 1,9 %.",https://kbsmartpay.cz/cs-cz/home/main-navigation/solutions/merchants/solutions-and-services/terminals/mobile-payment-terminals/link-2500-portable-flex,ručně ověřeno na oficiální produktové stránce KB SmartPay 20. 8. 2026,verified_manual,price,2026-08-20,manual,manual,,,not_attempted
CZ-csob-payment-button-a2a,CZ,Česko,ČSOB,Acquirer,acquirer,Platební tlačítko,a2a,online,Blended,blended,provider_published,0.89,0.89,0.5,0.5,,CZK,99,CZK,additional,"[{""kind"": ""monthly_service"", ""amount"": 99, ""currency"": ""CZK"", ""interval"": ""monthly"", ""mode"": ""additional""}, {""kind"": ""activation"", ""amount"": 1890, ""currency"": ""CZK"", ""interval"": ""one_off""}]",[],not_applicable,True,included_or_not_applicable,20.0,5.1947,5.1947,1.0755,1.0755,,https://platbakartou.csob.cz/wp-content/uploads/2023/07/Ecomm_12_22_START.pdf,ručně ověřeno v oficiálním detailním ceníku ČSOB 25. 8. 2026,verified_manual,price,2026-08-25,manual,manual,,,not_attempted
CZ-csob-start-visa-debit-card,CZ,Česko,ČSOB,Acquirer,acquirer,START – spotřebitelské Visa/MC vydané v ČR a EHP,card,online,Blended range,blended,provider_published,0.75,1.04,0.5,0.5,,CZK,99,CZK,additional,"[{""kind"": ""monthly_service"", ""amount"": 99, ""currency"": ""CZK"", ""interval"": ""monthly"", ""mode"": ""additional""}, {""kind"": ""activation"", ""amount"": 1890, ""currency"": ""CZK"", ""interval"": ""one_off""}]","[""visa"", ""mastercard""]",consumer,True,included_or_not_applicable,20.0,4.5185,5.9192,0.9355,1.2255,"Rozmezí je součet interchange, poplatku karetnímu schématu a zpracování pro regulované spotřebitelské Visa/MC v ČR a EHP.",https://platbakartou.csob.cz/wp-content/uploads/2023/07/Ecomm_12_22_START.pdf,ručně ověřeno a přepočteno ze všech složek oficiálního detailního ceníku ČSOB 25. 8. 2026,verified_manual,price,2026-08-25,manual,manual,,,not_attempted
DE-adyen-visa-mastercard-markup-card,DE,Německo,Adyen,Acquirer,acquirer,EEA spotřebitelská debetní karta (IC++ srovnávací odhad),card,online,IC++,icpp,provider_published,0.6,0.6,0.11,0.11,,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",consumer,False,included_or_not_applicable,20.0,7.926,8.1917,1.641,1.696,"Publikovaná cena je 0,60 % + zpracovatelský poplatek. Srovnávací sazba používá 0,20 % interchange a EEA Visa/Mastercard debit benchmark včetně procentní a pevné scheme složky.",https://www.adyen.com/pricing,auto-checked by country (Adyen pricing + payment-method API),verified_automated,price,2026-08-31,price_parser,ok,2026-08-31T11:11:33+00:00,2026-08-31T11:11:33+00:00,ok
DE-commerzglobalpay-card-registry,DE,Německo,Commerz Globalpay,Acquirer,acquirer,Nexgo – spotřebitelské debetní Visa/MC,card,pos,Blended,blended,provider_published,0.79,0.79,0.08,0.08,,EUR,9.9,EUR,additional,"[{""kind"": ""monthly_service"", ""amount"": 9.9, ""currency"": ""EUR"", ""interval"": ""monthly"", ""mode"": ""additional""}]","[""visa"", ""mastercard""]",consumer,True,included_or_not_applicable,20.0,6.704,6.704,1.388,1.388,"Běžná sazba po bezplatném prvním roce; kreditní karty 0,99 % + 0,08 EUR. Promo je pro způsobilé nové obchodníky do obratu 50 000 EUR.",https://www.commerz-globalpay.com/de-de/deutschland-zahlt-digital,ručně ověřeno na oficiální stránce Commerz Globalpay 20. 8. 2026,verified_manual,price,2026-08-20,manual,manual,,,not_attempted
DE-elavongermany-card-registry,DE,Německo,Elavon,Acquirer,acquirer,Deutschland zahlt digital – Visa/MC,card,pos,Promo,promo,provider_published,0,0,0,0,,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",consumer,True,included_or_not_applicable,20.0,0.0,0.0,0.0,0.0,"Prvních 12 měsíců do karetního obratu 50 000 EUR bez transakčního poplatku pro způsobilé nové obchodníky; potom spotřebitelské debitní karty 0,59 % a kreditní 0,99 % + 0,01 EUR.",https://www.elavon.de/zahlungsmetoden/deutschland-zahlt-digital.html,ručně ověřeno na oficiální promo stránce Elavon Germany 20. 8. 2026,verified_manual,price,2026-08-20,manual,manual,,,not_attempted
DE-elavon-girocard-card,DE,Německo,Elavon,Acquirer,acquirer,Deutschland zahlt digital – girocard po promo období,card,pos,Blended,blended,provider_published,0.214,0.214,0.03,0.03,,EUR,18,EUR,additional,"[{""kind"": ""monthly_service"", ""amount"": 18, ""currency"": ""EUR"", ""interval"": ""monthly"", ""mode"": ""additional""}]","[""national""]",unspecified,True,included_or_not_applicable,20.0,3.4969,3.4969,0.724,0.724,Běžná sazba po 12měsíčním promo období; měsíční částka je nejnižší zveřejněný nájem terminálu.,https://www.elavon.de/zahlungsmetoden/deutschland-zahlt-digital.html,ručně ověřeno na oficiální promo stránce Elavon Germany 20. 8. 2026,verified_manual,price,2026-08-20,manual,manual,,,not_attempted
DE-elavon-debit-card,DE,Německo,Elavon,Acquirer,acquirer,Deutschland zahlt digital – spotřebitelské debetní Visa/MC po promo období,card,pos,Blended,blended,provider_published,0.59,0.59,0,0,,EUR,18,EUR,additional,"[{""kind"": ""monthly_service"", ""amount"": 18, ""currency"": ""EUR"", ""interval"": ""monthly"", ""mode"": ""additional""}]","[""visa"", ""mastercard""]",consumer,True,included_or_not_applicable,20.0,4.5885,4.5885,0.95,0.95,Běžná sazba po 12měsíčním promo období; 18 EUR měsíčně je nejnižší zveřejněný nájem terminálu.,https://www.elavon.de/zahlungsmetoden/deutschland-zahlt-digital.html,ručně ověřeno na oficiální promo stránce Elavon Germany 20. 8. 2026,verified_manual,price,2026-08-20,manual,manual,,,not_attempted
DE-elavon-credit-card,DE,Německo,Elavon,Acquirer,acquirer,Deutschland zahlt digital – spotřebitelské kreditní Visa/MC po promo období,card,pos,Blended,blended,provider_published,0.99,0.99,0.01,0.01,,EUR,18,EUR,additional,"[{""kind"": ""monthly_service"", ""amount"": 18, ""currency"": ""EUR"", ""interval"": ""monthly"", ""mode"": ""additional""}]","[""visa"", ""mastercard""]",consumer,True,included_or_not_applicable,20.0,6.762,6.762,1.4,1.4,Běžná sazba po 12měsíčním promo období; 18 EUR měsíčně je nejnižší zveřejněný nájem terminálu.,https://www.elavon.de/zahlungsmetoden/deutschland-zahlt-digital.html,ručně ověřeno na oficiální promo stránce Elavon Germany 20. 8. 2026,verified_manual,price,2026-08-20,manual,manual,,,not_attempted
DE-fiserv-telecash-spring-card,DE,Německo,Fiserv / TeleCash,Acquirer,acquirer,"Frühlingsangebot – Desk3500, girocard/Visa/Mastercard",card,online,Promo,promo,provider_published,0.89,0.89,0,0,,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",unspecified,True,included_or_not_applicable,20.0,4.2987,4.2987,0.89,0.89,"Veřejná nabídka pro repasovaný stacionární terminál Desk3500; minimální doba 3 měsíce. Stejná sazba je uvedena pro girocard, Mastercard a Visa.",https://www.telecash.de/lp/fruhlingsangebot/,ručně ověřeno na oficiální stránce TeleCash 19. 8. 2026,verified_manual,price,2026-08-19,manual,manual,,,not_attempted
DE-nexigermanyconcardis-card-registry,DE,Německo,Nexi / Concardis,Acquirer,acquirer,"Kartenterminal A77 – girocard, Visa a Mastercard",card,pos,Blended,blended,provider_published,0.99,0.99,0.05,0.05,,EUR,19.95,EUR,additional,"[{""kind"": ""monthly_service"", ""amount"": 19.95, ""currency"": ""EUR"", ""interval"": ""monthly"", ""mode"": ""additional""}]","[""visa"", ""mastercard""]",unspecified,True,included_or_not_applicable,20.0,7.9164,7.9164,1.639,1.639,"Jednotná veřejná sazba pro girocard, Visa a Mastercard; zobrazen je levnější měsíční tarif terminálu A77.",https://www.nexi.de/de/bezahlloesungen/angebote,ručně ověřeno na oficiální nabídkové stránce Nexi Germany 20. 8. 2026,verified_manual,price,2026-08-20,manual,manual,,,not_attempted
DE-payone-visa-mastercard-card,DE,Německo,PAYONE,Acquirer,acquirer,All Time Flex Visa/Mastercard,card,online,Blended,blended,provider_published,1.9,1.9,0,0,,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",unspecified,True,included_or_not_applicable,20.0,9.177,9.177,1.9,1.9,,https://www.payone.com/DE-en/payment-solutions/payment-terminals/all-time-flex,ručně ověřeno na oficiálním ceníku PAYONE 19. 8. 2026,verified_manual,price,2026-08-19,manual,manual,,,not_attempted
DE-payone-girocard-card,DE,Německo,PAYONE,Acquirer,acquirer,Classic girocard,card,online,Blended,blended,provider_published,0.26,0.26,0.08,0.08,,EUR,12.9,EUR,additional,"[{""kind"": ""monthly_service"", ""amount"": 12.9, ""currency"": ""EUR"", ""interval"": ""monthly"", ""mode"": ""additional""}]","[""national""]",unspecified,True,included_or_not_applicable,20.0,4.4339,4.4339,0.918,0.918,,https://www.payone.com/DE-de/bezahlloesungen/kartenlesegeraete/payone-classic,ručně ověřeno na oficiálním ceníku PAYONE 18. 8. 2026,verified_manual,price,2026-08-18,manual,manual,,,not_attempted
DE-poscash-visa-mastercard-card,DE,Německo,POS-cash / secupay,Kanál acquirera,acquirer_sales_channel,Business debit and credit cards,card,online,Blended range,blended,provider_published,0.55,0.75,0.06,0.06,,EUR,9.9,EUR,additional,"[{""kind"": ""monthly_service"", ""amount"": 9.9, ""currency"": ""EUR"", ""interval"": ""monthly"", ""mode"": ""additional""}]","[""visa"", ""mastercard""]",unspecified,True,included_or_not_applicable,20.0,5.0618,6.0278,1.048,1.248,,https://pos-cash.de/tarifvergleich/,ručně ověřeno na oficiálním ceníku POS-cash 18. 8. 2026,verified_manual,price,2026-08-18,manual,manual,,,not_attempted
DE-poscash-girocard-card,DE,Německo,POS-cashservice,Kanál acquirera,acquirer_sales_channel,Girocard z veřejného FAQ,card,online,From,from,provider_published,0.23,0.23,0,0,,EUR,10.5,EUR,additional,"[{""kind"": ""monthly_service"", ""amount"": 10.5, ""currency"": ""EUR"", ""interval"": ""monthly"", ""mode"": ""additional""}]","[""national""]",unspecified,True,included_or_not_applicable,20.0,2.1252,2.1252,0.44,0.44,,https://pos-cashservice.de/en/why-pos-cashservice/,ručně ověřeno ve veřejném FAQ POS-cashservice 19. 8. 2026,verified_manual,price,2026-08-19,manual,manual,,,not_attempted
DE-rs2-card-registry,DE,Německo,RS2,Acquirer,acquirer,Merchant acquiring,card,online,Not public,not_public,not_applicable,,,,,,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",unspecified,False,included_or_not_applicable,20.0,,,,,,https://www.rs2.com/press_and_media/rs2-launches-its-own-acquiring-business/,ručně ověřena role a lokální nabídka na oficiálním zdroji 18. 8. 2026; poskytovatel na něm neuvádí kompletní merchant sazbu,verified_manual,service_or_role,2026-08-18,manual,manual,,,not_attempted
DE-secupay-vorkasse-a2a,DE,Německo,secupay,PSP,psp,eCom Starter – převod / collecting,a2a,ecommerce,Blended,blended,provider_published,0.95,0.95,0.35,0.35,,EUR,0,EUR,additional,[],[],not_applicable,True,included_or_not_applicable,20.0,13.041,13.041,2.7,2.7,Vorkasse/collecting ve Starter tarifu bez minimální délky smlouvy.,https://secupay.com/e-commerce/shopmodule-zahlungsplugins,ručně ověřeno na oficiálním ceníku e-commerce modulů secupay 20. 8. 2026,verified_manual,price,2026-08-20,manual,manual,,,not_attempted
DE-secupay-card-registry,DE,Německo,secupay,PSP,psp,eCom Starter – kreditní karta,card,ecommerce,Blended,blended,provider_published,1.95,1.95,0.35,0.35,,EUR,0,EUR,additional,[],"[""visa"", ""mastercard""]",unspecified,True,included_or_not_applicable,20.0,17.871,17.871,3.7,3.7,"Starter bez minimální délky smlouvy; pro karty mimo regulaci MIF se přičítá 1,30 %.",https://secupay.com/e-commerce/shopmodule-zahlungsplugins,ručně ověřeno na oficiálním ceníku e-commerce modulů secupay 20. 8. 2026,verified_manual,price,2026-08-20,manual,manual,,,not_attempted
DE-unzer-ecommerce-card,DE,Německo,Unzer,Acquirer,acquirer,Ecommerce,card,online,From,from,provider_published,1.5,1.5,0.2,0.2,,EUR,22.5,EUR,additional,"[{""kind"": ""monthly_service"", ""amount"": 22.5, ""currency"": ""EUR"", ""interval"": ""monthly"", ""mode"": ""additional""}]","[""visa"", ""mastercard""]",unspecified,True,included_or_not_applicable,20.0,14.2485,14.2485,2.95,2.95,,https://www.unzer.com/de/pricing-information/,ručně ověřeno na oficiálním ceníku Unzer 18. 8. 2026,verified_manual,price,2026-08-18,manual,manual,,,not_attempted
